First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,SHG,SHA,SHP,HitF,BkS,SOG,PPP,GWG
Jason,Spezza,DAL,DAL,,C,82,17,45,19,62,-7,204,109,99,0,0,0,16,26,1,27,1
Ryan,Spooner,BOS,BOS,,C,29,8,10,4,18,2,73,19,21,0,0,0,17,5,0,5,1
Jared,Spurgeon,MIN,MIN,,D,66,9,16,9,25,3,128,53,81,0,0,0,48,124,,124,2
Fr_d_ric,St-Denis,CBJ,CBJ,,D,4,0,1,0,1,-1,2,0,6,0,0,0,2,2,,2,0
Martin,St. Louis,NYR,NYR,,RW,74,21,31,19,52,12,144,51,45,0,0,0,13,37,1,38,1
Eric,Staal,CAR,CAR,,C,77,23,31,18,54,-13,244,104,102,0,0,0,65,27,1,28,4
Jordan,Staal,CAR,CAR,,C,46,6,18,10,24,-6,92,42,41,0,0,0,85,15,,15,1
Marc,Staal,NYR,NYR,,D,80,5,15,3,20,18,97,37,64,0,2,2,99,123,,123,0
Drew,Stafford,WPG,"BUF, WPG",50,RW,76,18,25,13,43,-12,147,43,42,0,1,1,81,15,2,17,1
Matt,Stajan,CGY,CGY,,C,59,7,10,6,17,7,46,16,29,0,1,1,72,21,,21,0
Viktor,Stalberg,NSH,NSH,,LW,25,2,8,6,10,0,27,12,12,0,0,0,54,10,,10,1
Steven,Stamkos,TBL,TBL,,C,82,43,29,22,72,2,268,119,122,0,0,0,91,35,0,35,6
Ryan,Stanton,VAN,VAN,,D,54,3,8,4,11,9,59,22,27,0,0,0,93,113,,113,0
Paul,Stastny,STL,STL,,C,74,16,30,17,46,5,143,54,35,0,0,0,22,30,,30,7
Alexander,Steen,STL,STL,,LW,74,24,40,29,64,8,223,82,110,0,0,0,32,37,2,39,5
Lee,Stempniak,WPG,"NYR, WPG",53,RW,71,15,13,5,28,8,115,33,59,0,0,0,78,23,1,24,3
Derek,Stepan,NYR,NYR,,C,68,16,39,26,55,26,155,49,60,2,3,5,36,27,2,29,3
Chris,Stewart,MIN,"BUF, MIN",61,RW,81,14,22,17,36,-26,155,47,39,0,0,0,110,16,0,16,0
Jarret,Stoll,LAK,LAK,,C,73,6,11,6,17,3,83,30,22,0,2,2,167,57,0,57,2
Karl,Stollery,SJS,"COL, SJS",5,D,10,0,0,0,0,-1,9,2,12,0,0,0,23,21,,21,0
Mark,Stone,OTT,OTT,,RW,80,26,38,22,64,21,157,64,40,1,0,1,49,53,1,54,6
Michael,Stone,ARI,ARI,,D,81,3,15,10,18,-24,144,73,115,0,0,0,202,189,,189,0
Clayton,Stoner,ANA,ANA,,D,69,1,7,7,8,-2,68,32,57,0,0,0,128,84,,84,1
Tyson,Strachan,BUF,BUF,,D,46,0,5,1,5,-30,38,16,20,0,1,1,67,105,,105,0
Brian,Strait,NYI,NYI,,D,52,2,5,0,7,-1,59,20,33,0,1,1,124,85,,85,0
Petr,Straka,PHI,PHI,,RW,3,0,2,2,2,1,2,1,2,0,0,0,4,1,,1,0
Anton,Stralman,TBL,TBL,,D,82,9,30,15,39,22,138,44,92,0,0,0,104,77,,77,0
Ben,Street,COL,COL,,C,3,0,0,0,0,0,4,1,2,0,0,0,3,0,,0,0
Mark,Streit,PHI,PHI,,D,81,9,43,24,52,-8,144,52,120,0,0,0,63,103,,103,0
Ryan,Strome,NYI,NYI,,C,81,17,33,25,50,23,179,42,65,1,0,1,92,21,0,21,2
Brad,Stuart,COL,COL,,D,65,3,10,4,13,-4,64,30,34,0,0,0,177,134,,134,0
Mark,Stuart,WPG,WPG,,D,70,2,12,7,14,5,51,28,74,0,2,2,166,142,,142,1
P.K.,Subban,MTL,MTL,,D,82,15,45,21,60,21,170,86,158,0,0,0,97,142,0,142,5
Chris,Summers,NYR,"ARI, NYR",17,D,20,0,3,2,3,-12,15,4,14,0,0,0,49,26,,26,0
Andrej,Sustr,TBL,TBL,,D,72,0,13,5,13,10,55,23,54,0,0,0,39,84,,84,0
Ryan,Suter,MIN,MIN,,D,77,2,36,12,38,7,150,79,131,0,1,1,69,127,,127,1
Brandon,Sutter,PIT,PIT,,C,80,21,12,6,33,6,180,52,45,4,0,4,86,48,1,49,4
Brett,Sutter,MIN,MIN,,LW/C,6,0,3,3,3,1,6,2,2,0,0,0,16,1,,1,0
Brody,Sutter,CAR,CAR,,C,4,0,0,0,0,-2,0,1,1,0,0,0,3,2,,2,0
Jordan,Szwarz,ARI,ARI,,RW,9,1,0,0,1,-2,8,0,2,0,0,0,5,9,,9,0
Max,Talbot,BOS,"COL, BOS",63,C,81,5,13,9,18,-1,97,21,27,0,0,0,132,51,1,52,1
Christopher,Tanev,VAN,VAN,,D,70,2,18,7,20,8,53,31,43,0,0,0,23,170,,170,1
Eric,Tangradi,MTL,MTL,,LW,7,0,0,0,0,-3,5,1,2,0,0,0,12,4,,4,0
Alex,Tanguay,COL,COL,,LW,80,22,33,19,55,-1,104,28,37,1,0,1,45,39,3,42,4
Vladimir,Tarasenko,STL,STL,,RW,77,37,36,17,73,27,264,120,147,0,0,0,32,18,6,24,6
Daniil,Tarasov,SJS,SJS,,RW/C,5,0,1,0,1,2,5,1,1,0,0,0,2,1,,1,0
Tomas,Tatar,DET,DET,,LW/C,82,29,27,16,56,6,211,101,100,0,0,0,90,18,3,21,7
John,Tavares,NYI,NYI,,C,82,38,48,30,86,5,278,96,97,0,1,1,48,37,3,40,8
Matt,Tennyson,SJS,SJS,,D,27,2,6,2,8,0,37,28,20,0,1,1,48,34,0,34,0
Teuvo,Teravainen,CHI,CHI,,C/LW,34,4,5,4,9,4,66,12,25,0,0,0,11,14,,14,1
Chris,Terry,CAR,CAR,,LW,57,11,9,7,20,-4,71,33,29,0,0,0,44,17,3,20,0
Christian,Thomas,MTL,MTL,,LW,18,1,0,0,1,-2,26,7,14,0,0,0,8,3,,3,0
Nate,Thompson,ANA,ANA,,C,80,5,13,7,18,0,87,35,27,1,0,1,204,52,,52,3
Chris,Thorburn,WPG,WPG,,RW,81,7,7,2,14,-5,67,24,35,0,0,0,126,29,,29,2
Joe,Thornton,SJS,SJS,,C,78,16,49,28,65,-4,131,55,71,0,0,0,39,26,0,26,0
Shawn,Thornton,FLA,FLA,,LW,46,1,4,1,5,-13,53,15,17,0,0,0,93,5,,5,0
Chris,Tierney,SJS,SJS,,C,43,6,15,10,21,3,48,18,23,0,0,0,11,17,,17,1
Kimmo,Timonen,CHI,CHI,,D,16,0,0,0,0,-3,10,1,6,0,0,0,15,15,,15,0
Jarred,Tinordi,MTL,MTL,,D,13,0,2,1,2,-5,5,5,6,0,0,0,20,18,,18,0
Jiri,Tlusty,WPG,"CAR, WPG",52,C/LW,72,14,17,5,31,-18,123,52,55,0,0,0,80,37,0,37,0
Jonathan,Toews,CHI,CHI,,C,81,28,38,23,66,30,192,66,46,2,1,3,56,16,6,22,7
Tyler,Toffoli,LAK,LAK,,C/RW,76,23,26,17,49,25,200,70,75,5,1,6,86,11,0,11,3
Jordin,Tootoo,NJD,NJD,,RW,68,10,5,4,15,1,75,24,19,0,0,0,127,8,,8,1
Vincent,Trocheck,FLA,FLA,,C,50,7,15,12,22,9,89,33,25,0,0,0,93,19,1,20,0
Corey,Tropp,CBJ,CBJ,,RW,61,1,7,4,8,-14,22,14,10,0,0,0,80,28,,28,0
Zach,Trotman,BOS,BOS,,D,27,1,4,0,5,-2,46,24,39,0,0,0,44,33,,33,1
Jacob,Trouba,WPG,WPG,,D,65,7,15,8,22,2,133,60,128,0,0,0,97,120,,120,0
Kyle,Turris,OTT,OTT,,C,82,24,40,25,64,5,215,83,122,1,0,1,48,40,4,44,6
Dana,Tyrell,CBJ,CBJ,,C,3,0,0,0,0,-1,1,0,0,0,0,0,5,3,,3,0
Fedor,Tyutin,CBJ,CBJ,,D,67,3,12,4,15,8,56,36,39,0,2,2,106,117,,117,0
Dominik,Uher,PIT,PIT,,C,2,0,0,0,0,-1,0,0,0,0,0,0,2,1,,1,0
R.J.,Umberger,PHI,PHI,,C/LW,67,9,6,5,15,-9,96,41,40,0,0,0,114,40,,40,0
Scottie,Upshall,FLA,FLA,,LW/RW,63,8,7,4,15,-8,93,32,38,0,0,0,128,27,0,27,2
David,Van Der Gulik,LAK,LAK,,LW,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0
James,van Riemsdyk,TOR,TOR,,LW,82,27,29,23,56,-33,248,85,69,1,0,1,83,29,0,29,4
Trevor,van Riemsdyk,CHI,CHI,,D,18,0,1,1,1,0,21,5,15,0,0,0,4,15,,15,0
Chris,VandeVelde,PHI,PHI,,C,72,9,6,3,15,-6,70,26,25,0,0,0,121,46,,46,0
Thomas,Vanek,MIN,MIN,,LW,80,21,31,23,52,-6,171,59,61,0,0,0,32,13,1,14,2
Philip,Varone,BUF,BUF,,C,28,3,2,1,5,-14,28,8,9,0,0,0,30,22,0,22,0
Sami,Vatanen,ANA,ANA,,D,67,12,25,7,37,5,122,50,70,1,0,1,75,123,1,124,1
Stephane,Veilleux,MIN,MIN,,LW,12,1,1,0,2,0,9,1,2,0,0,0,9,8,,8,1
Antoine,Vermette,CHI,"ARI, CHI",63,C,82,13,25,15,38,-25,109,39,40,0,0,0,80,50,5,55,1
Kris,Versteeg,CHI,CHI,,LW/RW,61,14,20,13,34,11,134,41,53,0,0,0,31,22,0,22,1
Linden,Vey,VAN,VAN,,RW,75,10,14,7,24,-3,61,27,37,0,0,0,14,9,,9,2
Tomas,Vincour,COL,COL,,C,7,0,1,1,1,-1,2,3,1,0,0,0,5,4,,4,0
Lubomir,Visnovsky,NYI,NYI,,D,53,5,15,9,20,-3,85,35,61,0,0,0,38,61,,61,1
Joe,Vitale,ARI,ARI,,C,70,3,6,4,9,-11,55,23,17,0,0,0,104,65,,65,0
Marc-Edouard,Vlasic,SJS,SJS,,D,70,9,14,5,23,12,98,47,92,0,0,0,51,112,,112,3
Anton,Volchenkov,NSH,NSH,,D,46,0,7,1,7,4,35,16,28,0,0,0,93,48,,48,0
Aaron,Volpatti,WSH,WSH,,LW,2,0,0,0,0,0,1,2,0,0,0,0,3,1,,1,0
Jakub,Voracek,PHI,PHI,,RW,82,22,59,31,81,1,221,70,133,0,0,0,55,28,5,33,3
Slava,Voynov,LAK,LAK,,D,6,0,2,1,2,0,5,6,8,0,1,1,11,8,,8,0
Radim,Vrbata,VAN,VAN,,RW,79,31,32,18,63,6,267,88,96,0,0,0,44,25,3,28,7
Chris,Wagner,ANA,ANA,,RW,9,0,0,0,0,-2,7,3,4,0,0,0,22,3,,3,0
Joel,Ward,WSH,WSH,,RW,82,19,15,10,34,-4,138,57,38,0,0,0,53,38,1,39,4
David,Warsofsky,BOS,BOS,,D,4,0,1,0,1,1,7,1,6,0,0,0,2,2,,2,0
Mike,Weaver,MTL,MTL,,D,31,0,4,0,4,0,8,10,15,0,0,0,35,61,,61,0
Mike,Weber,BUF,BUF,,D,64,1,6,1,7,-22,41,25,47,0,1,1,172,168,,168,0
Shea,Weber,NSH,NSH,,D,78,15,30,11,45,15,237,99,140,1,0,1,166,147,,147,2
Yannick,Weber,VAN,VAN,,D,65,11,10,5,21,4,117,48,79,0,0,0,66,62,,62,1
Dale,Weise,MTL,MTL,,RW,79,10,19,15,29,21,91,30,33,0,0,0,145,34,,34,1
Stephen,Weiss,DET,DET,,C,52,9,16,7,25,-2,52,18,21,0,0,0,19,12,0,12,1
Alexander,Wennberg,CBJ,CBJ,,C,68,4,16,9,20,-19,85,22,37,0,0,0,58,45,3,48,0
Blake,Wheeler,WPG,WPG,,RW,79,26,35,24,61,26,244,101,71,4,1,5,128,54,4,58,6
Ryan,White,PHI,PHI,,C/RW,34,6,6,4,12,4,45,13,13,0,1,1,108,14,,14,1
Joe,Whitney,NJD,NJD,,LW/RW,4,1,0,0,1,-1,1,0,1,0,0,0,5,0,,0,0
Dennis,Wideman,CGY,CGY,,D,80,15,41,15,56,6,173,78,162,0,0,0,94,184,,184,2
Patrick,Wiercioch,OTT,OTT,,D,56,3,10,4,13,3,79,38,64,0,0,0,50,44,,44,2
Justin,Williams,LAK,LAK,,RW,81,18,23,10,41,8,174,66,67,0,0,0,29,24,0,24,2
Colin,Wilson,NSH,NSH,,C,77,20,22,17,42,19,172,49,63,0,0,0,52,33,,33,5
Garrett,Wilson,FLA,FLA,,LW,2,0,0,0,0,-2,5,1,2,0,0,0,5,1,,1,0
Ryan,Wilson,COL,COL,,D,3,0,0,0,0,-3,3,2,3,0,0,0,6,3,,3,0
Scott,Wilson,PIT,PIT,,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Tom,Wilson,WSH,WSH,,RW,67,4,13,7,17,-1,79,33,38,0,0,0,205,24,0,24,0
Tommy,Wingels,SJS,SJS,,C/RW,75,15,21,14,36,-7,158,64,41,1,0,1,263,55,1,56,1
Daniel,Winnik,PIT,"TOR, PIT",58,C/LW,79,9,25,18,34,23,97,43,33,0,1,1,124,69,,69,1
James,Wisniewski,ANA,"CBJ, ANA",56,D,69,8,26,13,34,-13,147,54,109,0,0,0,115,81,,81,2
Luke,Witkowski,TBL,TBL,,D,16,0,0,0,0,0,10,6,12,0,0,0,37,20,,20,0
David,Wolf,CGY,CGY,,LW,3,0,0,0,0,0,1,2,1,0,0,0,6,0,,0,0
Brendan,Woods,CAR,CAR,,LW,2,0,0,0,0,-1,3,0,1,0,0,0,2,0,,0,0
Tyler,Wotherspoon,CGY,CGY,,D,1,0,0,0,0,-3,1,0,2,0,0,0,0,2,,2,0
Bogdan,Yakimov,EDM,EDM,,C,1,0,0,0,0,-1,1,0,0,0,0,0,2,0,,0,0
Nail,Yakupov,EDM,EDM,,RW,81,14,19,12,33,-35,191,66,80,0,0,0,97,28,1,29,1
Keith,Yandle,NYR,"ARI, NYR",63,D,84,6,46,16,52,-26,232,120,152,0,0,0,53,101,,101,2
Nikita,Zadorov,BUF,BUF,,D,60,3,12,6,15,-10,52,24,28,0,0,0,134,73,,73,1
Travis,Zajac,NJD,NJD,,C,74,11,14,9,25,-3,112,36,54,2,0,2,70,35,0,35,0
Henrik,Zetterberg,DET,DET,,LW/C,77,17,49,30,66,-6,227,90,102,0,0,0,55,26,0,26,3
Mika,Zibanejad,OTT,OTT,,C,80,20,26,16,46,0,150,72,71,0,0,0,149,26,5,31,0
Marek,Zidlicky,DET,"NJD, DET",63,D,84,7,27,12,34,-9,130,59,100,0,0,0,95,92,0,92,1
Harry,Zolnierczyk,NYI,NYI,,LW,2,0,0,0,0,-1,1,0,2,0,0,0,6,1,,1,0
Dainius,Zubrus,NJD,NJD,,LW/C,74,4,6,4,10,-9,72,20,13,0,1,1,99,41,,41,1
Mats,Zuccarello,NYR,NYR,,RW/LW/C,78,15,34,21,49,17,154,62,73,0,0,0,120,42,3,45,3
Jason,Zucker,MIN,MIN,,LW,51,21,5,5,26,-9,124,46,23,1,0,1,67,13,,13,3
